CustomerId,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited
15687738,€ 0.00,2,No,8,No,0
15576126,"€ 125,785.23",1,Yes,2,Yes,0
15658889,"€ 136,444.25",1,No,4,No,1
15667046,"€ 121,527.40",1,No,7,No,0
15669957,"€ 144,696.75",1,Yes,9,Yes,0
15655794,€ 0.00,2,Yes,8,Yes,0
15599829,€ 0.00,2,Yes,10,Yes,0
15753332,"€ 128,140.17",1,No,8,No,1
15671124,"€ 120,383.41",1,Yes,6,Yes,0
15767474,€ 0.00,3,Yes,9,Yes,1
15720671,"€ 129,735.30",2,Yes,8,Yes,0
15626787,"€ 185,078.26",1,No,8,No,1
15774491,€ 0.00,2,No,6,No,0
15579647,€ 0.00,1,Yes,0,Yes,0
15625522,€ 0.00,2,Yes,7,Yes,0
15765806,"€ 144,591.96",1,Yes,1,Yes,0
15566708,€ 0.00,2,No,4,No,1
15668347,€ 0.00,2,No,6,No,0
15575214,€ 0.00,1,No,7,No,0
15591123,"€ 100,194.44",1,Yes,2,Yes,0
15573280,"€ 145,295.31",2,Yes,6,Yes,0
15589018,"€ 106,070.29",2,Yes,3,Yes,0
15654495,"€ 120,621.89",1,Yes,6,Yes,0
15597265,€ 0.00,2,Yes,7,Yes,0
15733876,€ 0.00,2,Yes,9,Yes,0
15677217,€ 0.00,1,Yes,1,Yes,0
15747265,"€ 171,283.91",1,Yes,10,Yes,0
15713379,€ 0.00,2,Yes,4,Yes,0
15730433,"€ 128,218.47",1,No,1,No,1
15693347,€ 0.00,2,Yes,5,Yes,0
15715465,"€ 77,776.39",1,No,7,No,0
15680736,"€ 124,978.19",2,Yes,6,Yes,0
15610765,€ 0.00,2,No,1,No,0
15650034,€ 0.00,1,Yes,1,Yes,0
15782468,"€ 109,799.55",2,Yes,3,Yes,1
15685109,€ 0.00,2,No,7,No,0
15776233,"€ 125,397.21",1,No,8,No,1
15761141,€ 0.00,2,Yes,10,Yes,0
15781702,"€ 111,347.37",2,Yes,9,Yes,0
15790235,"€ 104,291.41",2,Yes,8,Yes,0
15641416,"€ 94,867.18",2,Yes,9,Yes,1
15775234,€ 0.00,2,No,8,No,0
15659475,"€ 135,703.59",2,No,6,No,0
15642202,"€ 106,453.53",2,Yes,5,Yes,0
15771417,"€ 132,412.38",1,No,7,No,1
15585100,"€ 124,401.60",1,No,9,No,1
15700487,"€ 118,022.06",3,No,6,No,1
15726589,"€ 82,531.11",1,No,1,No,0
15747503,"€ 184,552.12",1,No,0,No,1
15595883,"€ 127,278.31",1,Yes,4,Yes,0
15663826,€ 0.00,1,Yes,3,Yes,0
15742820,€ 0.00,2,Yes,2,Yes,0
15624793,"€ 184,244.86",1,No,5,No,0
15597930,"€ 59,669.43",1,No,8,No,1
15665110,"€ 79,543.59",1,Yes,7,Yes,0
15770719,"€ 151,553.19",1,Yes,6,Yes,0
15731327,"€ 166,527.88",2,Yes,2,Yes,0
15576044,"€ 150,329.15",1,No,6,No,0
15775662,"€ 121,911.59",1,No,8,No,0
15646817,"€ 156,773.78",2,No,9,No,0
15596060,"€ 127,864.26",1,Yes,8,Yes,0
15723299,"€ 113,709.28",1,Yes,4,Yes,1
15636982,"€ 79,974.55",1,Yes,7,Yes,0
15751175,€ 0.00,2,Yes,2,Yes,0
15618936,€ 0.00,1,No,5,No,1
15787529,€ 0.00,1,No,0,No,1
15780128,"€ 144,427.96",2,No,3,No,0
15615991,"€ 99,263.09",1,Yes,7,Yes,0
15757001,"€ 79,368.87",2,Yes,2,Yes,0
15595388,€ 0.00,2,Yes,10,Yes,0
15699550,€ 0.00,2,Yes,9,Yes,0
15581620,€ 0.00,3,Yes,2,Yes,0
15600934,"€ 125,095.94",1,No,7,No,1
15738672,"€ 162,485.80",2,No,2,No,0
15721307,"€ 95,668.82",2,No,1,No,0
15619280,€ 0.00,2,No,4,No,0
15768244,€ 0.00,2,Yes,8,Yes,0
15806837,€ 0.00,1,No,4,No,0
15643496,"€ 74,197.38",2,No,5,No,0
15813916,"€ 89,688.94",1,Yes,1,Yes,0
15626385,"€ 103,121.33",2,Yes,10,Yes,0
15603582,€ 0.00,1,No,3,No,0
15764351,"€ 120,170.07",1,Yes,5,Yes,0
15667938,"€ 149,136.31",2,Yes,9,Yes,0
15576360,"€ 141,136.79",1,Yes,1,Yes,0
15628813,"€ 152,341.55",1,No,4,No,0
15584190,"€ 120,026.98",2,Yes,7,Yes,0
15716449,"€ 132,168.28",1,No,9,No,0
15759913,"€ 85,200.82",2,Yes,6,Yes,0
15701555,"€ 84,903.33",2,Yes,1,Yes,0
15758482,€ 0.00,2,No,0,No,0
15758171,€ 0.00,1,Yes,4,Yes,0
15680346,€ 0.00,1,No,8,No,0
15649124,"€ 121,535.18",1,No,9,No,0
15812917,"€ 116,662.96",2,Yes,6,Yes,0
15768455,€ 0.00,2,Yes,8,Yes,0
15703059,"€ 124,829.16",1,Yes,6,Yes,0
15646196,"€ 155,180.56",2,No,2,No,0
15585451,"€ 108,262.87",1,Yes,1,Yes,0
15714057,€ 0.00,2,No,4,No,0
15748473,€ 0.00,2,No,5,No,0
15785782,€ 0.00,1,Yes,2,Yes,1
15693233,"€ 99,812.88",2,Yes,6,Yes,0
15757521,"€ 132,164.26",1,Yes,2,Yes,0
15812513,"€ 103,583.05",1,No,10,No,1
15674950,"€ 142,406.43",2,No,4,No,0
15678572,"€ 99,842.50",2,No,7,No,1
15713608,€ 0.00,2,Yes,5,Yes,0
15579262,€ 0.00,1,No,9,No,0
15610426,"€ 81,042.42",1,Yes,5,Yes,0
15776454,€ 0.00,1,No,5,No,1
15771483,€ 0.00,2,Yes,6,Yes,0
15648489,"€ 199,689.49",1,Yes,4,Yes,1
15646609,"€ 142,645.43",1,No,1,No,0
15693203,€ 0.00,2,Yes,5,Yes,0
15813067,"€ 110,219.14",1,No,3,No,1
15769829,€ 0.00,2,Yes,3,Yes,0
15662434,€ 0.00,2,No,3,No,0
15773503,€ 0.00,2,No,4,No,0
15705890,"€ 142,072.02",1,No,7,No,0
15711398,€ 0.00,2,No,6,No,0
15752375,"€ 149,564.61",1,No,8,No,0
15659175,€ 0.00,2,No,9,No,0
15597033,"€ 153,366.13",1,Yes,8,Yes,0
15590228,"€ 76,467.16",1,Yes,6,Yes,0
15631848,"€ 121,508.28",1,Yes,9,Yes,0
15654211,€ 0.00,1,Yes,1,Yes,0
15707968,"€ 73,211.12",2,No,8,No,1
15594084,€ 0.00,2,No,9,No,0
15651093,€ 0.00,2,Yes,1,Yes,0
15798824,"€ 92,674.94",2,No,0,No,0
15671591,"€ 96,196.24",4,No,3,No,1
15707189,"€ 114,391.62",1,Yes,1,Yes,0
15733581,"€ 80,262.66",1,No,9,No,0
15641640,"€ 173,331.52",1,No,7,No,0
15585284,"€ 147,285.52",1,Yes,7,Yes,0
15617866,"€ 119,785.47",2,Yes,5,Yes,0
15667751,"€ 140,137.15",1,No,1,No,0
15669411,"€ 107,467.56",1,No,6,No,1
15789425,"€ 98,218.04",2,No,8,No,1
15570943,"€ 133,607.75",1,Yes,2,Yes,0
15685829,€ 0.00,2,Yes,3,Yes,0
15721917,"€ 95,139.41",1,Yes,8,Yes,0
15776047,€ 0.00,2,Yes,3,Yes,0
15716024,€ 0.00,2,No,5,No,0
15675328,€ 0.00,2,No,6,No,0
15604314,"€ 97,331.19",1,No,1,No,0
15658339,"€ 139,265.63",2,Yes,2,Yes,0
15630402,€ 0.00,1,Yes,9,Yes,0
15689616,"€ 168,094.01",1,No,5,No,0
15774224,"€ 131,563.88",2,No,5,No,0
15701291,€ 0.00,2,No,3,No,0
15719606,€ 0.00,2,No,9,No,0
15644119,€ 0.00,1,Yes,3,Yes,0
15646859,"€ 107,363.29",1,Yes,7,Yes,0
15606836,"€ 94,493.03",1,Yes,2,Yes,0
15664150,"€ 170,214.23",2,No,9,No,0
15624510,"€ 139,781.06",1,No,6,No,1
15810944,€ 0.00,2,No,7,No,0
15668575,"€ 148,610.41",3,Yes,8,Yes,1
15603246,"€ 170,241.70",2,Yes,2,Yes,0
15804002,"€ 128,306.83",1,Yes,1,Yes,0
15728773,€ 0.00,2,Yes,7,Yes,0
15598044,€ 0.00,1,Yes,3,Yes,0
15694829,"€ 175,454.00",1,Yes,7,Yes,0
15600575,€ 0.00,2,No,6,No,0
15727311,"€ 100,885.93",2,Yes,0,Yes,0
15570769,"€ 93,320.80",1,Yes,9,Yes,0
15606274,"€ 63,176.44",2,Yes,6,Yes,0
15746139,"€ 139,451.67",1,No,2,No,0
15704987,"€ 49,113.75",1,No,8,No,0
15628972,"€ 123,906.22",3,Yes,1,Yes,1
15697686,€ 0.00,2,Yes,6,Yes,0
15733883,€ 0.00,2,No,7,No,0
15617482,"€ 131,441.51",1,No,1,No,1
15704583,€ 0.00,1,No,2,No,1
15621083,"€ 136,325.48",2,Yes,6,Yes,1
15649487,"€ 113,150.44",2,No,4,No,1
15736760,€ 0.00,1,No,9,No,0
15714658,€ 0.00,2,Yes,4,Yes,0
15599081,"€ 102,785.16",1,Yes,8,Yes,0
15705113,"€ 83,264.28",1,No,6,No,0
15631159,"€ 72,252.64",2,Yes,4,Yes,0
15792818,"€ 148,051.52",1,No,6,No,0
15633531,"€ 138,489.66",1,Yes,9,Yes,0
15744529,€ 0.00,2,Yes,8,Yes,0
15669656,"€ 111,589.33",1,Yes,6,Yes,0
15581198,"€ 122,104.79",1,No,0,No,1
15729054,"€ 96,106.83",1,Yes,4,Yes,0
15573452,"€ 115,930.87",1,No,7,No,0
15776733,"€ 124,513.66",2,No,7,No,0
15724858,€ 0.00,1,No,9,No,1
15713144,€ 0.00,1,No,8,No,0
15690188,€ 0.00,1,Yes,7,Yes,1
15689425,"€ 100,988.39",2,No,8,No,0
15671766,"€ 118,577.24",1,Yes,10,Yes,0
15782806,€ 0.00,2,No,6,No,0
15764419,€ 0.00,2,Yes,5,Yes,0
15591915,€ 0.00,1,Yes,2,Yes,1
15772798,€ 0.00,2,Yes,5,Yes,0
15792008,€ 0.00,2,Yes,9,Yes,0
15715541,"€ 113,311.11",1,Yes,9,Yes,0
15639277,€ 0.00,1,No,9,No,0
15798850,€ 0.00,2,No,7,No,0
15776348,"€ 124,365.42",1,No,4,No,1
15727696,"€ 147,249.29",2,Yes,1,Yes,0
15793813,"€ 103,688.19",1,Yes,7,Yes,0
15694395,"€ 138,740.24",2,No,1,No,0
15764195,"€ 111,900.14",1,Yes,4,Yes,0
15744919,"€ 152,760.24",1,Yes,0,Yes,0
15671655,"€ 143,966.30",2,Yes,7,Yes,1
15654901,"€ 141,556.96",1,No,10,No,0
15649136,€ 0.00,2,Yes,6,Yes,0
15775562,€ 0.00,2,No,5,No,0
15807481,€ 0.00,1,Yes,1,Yes,0
15642885,€ 0.00,2,No,8,No,0
15789109,€ 0.00,1,Yes,10,Yes,1
15814004,€ 0.00,2,Yes,2,Yes,0
15673619,"€ 162,560.32",1,No,9,No,0
15595135,"€ 123,229.46",1,No,7,No,0
15583681,"€ 76,665.71",2,Yes,7,Yes,0
15605000,"€ 140,278.99",3,Yes,9,Yes,1
15718071,€ 0.00,2,Yes,3,Yes,0
15679760,"€ 115,764.32",2,No,1,No,0
15654574,"€ 131,142.53",2,No,5,No,0
15577178,"€ 68,375.27",1,No,5,No,1
15595324,"€ 117,833.30",3,No,5,No,1
15756932,€ 0.00,2,Yes,7,Yes,0
15726358,€ 0.00,2,No,7,No,0
15595228,€ 0.00,1,Yes,7,Yes,1
15782530,"€ 111,093.01",1,No,2,No,0
15592877,"€ 132,657.55",1,No,9,No,0
15651983,"€ 128,882.49",1,Yes,9,Yes,1
15746737,"€ 69,129.59",1,Yes,9,Yes,0
15774179,€ 0.00,2,Yes,6,Yes,0
15667265,"€ 121,404.64",1,Yes,4,Yes,0
15655123,"€ 131,355.30",3,No,9,No,1
15595917,"€ 102,097.33",1,Yes,1,Yes,0
15668385,"€ 154,863.15",1,Yes,1,Yes,0
15709476,"€ 99,945.93",2,No,3,No,0
15711218,"€ 121,704.32",2,No,2,No,0
15798659,€ 0.00,2,No,3,No,0
15663939,"€ 138,782.76",1,Yes,8,Yes,0
15694946,€ 0.00,2,Yes,9,Yes,0
15631912,"€ 136,291.71",1,No,8,No,0
15768816,"€ 107,856.57",2,No,0,No,0
15682268,"€ 108,348.66",1,No,1,No,1
15684801,"€ 93,871.95",3,No,1,No,1
15636428,€ 0.00,1,No,1,No,1
15809823,"€ 125,860.20",1,No,2,No,0
15699284,"€ 172,713.44",1,No,8,No,0
15786993,€ 0.00,2,Yes,5,Yes,0
15709441,€ 0.00,1,Yes,8,Yes,0
15710257,"€ 130,786.92",1,Yes,3,Yes,0
15582492,"€ 112,367.34",1,No,2,No,0
15575694,"€ 91,091.06",2,No,7,No,0
15756820,"€ 106,198.50",1,Yes,7,Yes,0
15766289,"€ 142,669.93",2,No,5,No,0
15593014,"€ 112,833.35",1,Yes,1,Yes,0
15584545,€ 0.00,2,Yes,5,Yes,0
15675949,€ 0.00,2,Yes,4,Yes,0
15672091,"€ 104,336.43",2,No,2,No,0
15801658,"€ 104,305.74",1,Yes,6,Yes,0
15706185,"€ 140,187.10",2,Yes,5,Yes,0
15789863,€ 0.00,2,No,4,No,0
15720943,"€ 114,959.12",1,No,1,No,1
15697997,"€ 164,704.38",1,Yes,5,Yes,1
15665416,"€ 119,096.55",1,Yes,10,Yes,0
15660200,€ 0.00,2,Yes,1,Yes,0
15619653,€ 0.00,1,No,2,No,1
15773447,€ 0.00,1,No,8,No,0
15739160,"€ 115,465.28",1,No,9,No,0
15689237,€ 0.00,2,No,4,No,0
15679297,"€ 184,926.61",1,No,3,No,0
15591433,"€ 85,957.88",2,No,8,No,0
15642725,"€ 114,084.60",1,Yes,10,Yes,0
15701962,"€ 166,930.76",2,No,2,No,0
15811613,€ 0.00,1,No,8,No,0
15741049,€ 0.00,2,Yes,7,Yes,0
15724423,"€ 107,193.82",2,No,6,No,0
15574305,"€ 116,275.12",1,Yes,3,Yes,0
15678168,€ 0.00,2,Yes,7,Yes,0
15697020,"€ 91,068.56",1,No,2,No,0
15610801,"€ 123,049.21",1,Yes,5,Yes,0
15745232,€ 0.00,2,Yes,6,Yes,0
15722758,€ 0.00,2,No,7,No,0
15792102,"€ 137,781.65",1,No,3,No,0
15675185,"€ 108,128.96",2,Yes,2,Yes,0
15801247,"€ 105,317.73",2,No,10,No,0
15725660,"€ 80,569.73",1,No,1,No,0
15638963,"€ 174,852.89",1,Yes,4,Yes,0
15800061,"€ 89,158.94",3,No,3,No,1
15578006,€ 0.00,2,Yes,10,Yes,0
15668504,"€ 89,800.14",1,Yes,2,Yes,0
15687491,"€ 101,207.75",1,No,9,No,1
15610403,"€ 106,086.42",2,No,1,No,0
15741094,€ 0.00,2,Yes,1,Yes,0
15807909,€ 0.00,2,No,9,No,0
15666141,"€ 101,440.36",2,Yes,8,Yes,0
15617134,€ 0.00,2,No,4,No,0
15783029,"€ 106,603.74",2,Yes,7,Yes,0
15622833,"€ 130,420.20",2,No,10,No,0
15746422,€ 0.00,1,No,1,No,0
15750839,"€ 45,022.23",1,Yes,2,Yes,0
15749130,"€ 74,298.43",1,Yes,1,Yes,0
15779862,"€ 133,003.03",1,Yes,3,Yes,1
15767871,€ 0.00,2,Yes,7,Yes,0
15679651,"€ 136,689.66",1,No,1,No,0
15576219,€ 0.00,2,Yes,4,Yes,0
15699247,€ 0.00,2,Yes,5,Yes,1
15619087,"€ 102,520.37",1,Yes,1,Yes,0
15605327,€ 0.00,2,Yes,2,Yes,0
15610140,€ 0.00,2,No,5,No,0
15791174,"€ 88,382.01",1,Yes,1,Yes,0
15602373,"€ 115,049.15",2,No,4,No,0
15762605,"€ 104,796.54",1,Yes,1,Yes,0
15598840,"€ 123,082.08",1,No,1,No,0
15744279,€ 0.00,2,Yes,8,Yes,0
15670619,€ 0.00,2,No,8,No,0
15599533,€ 0.00,2,Yes,7,Yes,0
15757837,"€ 88,311.48",2,Yes,3,Yes,0
15697574,€ 0.00,3,Yes,9,Yes,0
15578738,"€ 71,872.19",1,Yes,7,Yes,0
15762228,"€ 110,046.93",2,No,6,No,0
15614827,"€ 104,430.08",1,Yes,8,Yes,0
15789815,€ 0.00,2,No,5,No,0
15579781,"€ 138,653.51",1,No,10,No,0
15587013,"€ 102,575.04",1,Yes,7,Yes,0
15570932,"€ 137,780.74",2,Yes,7,Yes,1
15794661,€ 0.00,2,No,2,No,0
15581654,€ 0.00,2,Yes,7,Yes,0
15644296,"€ 105,209.54",1,No,8,No,0
15614420,"€ 109,570.21",2,Yes,0,Yes,0
15609653,"€ 118,715.86",1,No,6,No,1
15594577,€ 0.00,2,Yes,10,Yes,0
15584114,"€ 153,393.18",2,Yes,2,Yes,0
15673367,"€ 132,603.36",1,No,6,No,0
15685576,€ 0.00,2,Yes,6,Yes,0
15774727,"€ 129,398.01",2,No,1,No,0
15694288,€ 0.00,2,No,3,No,0
15603319,"€ 151,352.74",1,No,2,No,0
15759066,"€ 136,836.49",1,No,5,No,1
15814816,"€ 91,592.06",1,No,4,No,1
15724402,€ 0.00,2,No,8,No,0
15571059,€ 0.00,1,No,3,No,1
15674206,€ 0.00,2,Yes,8,Yes,0
15715160,"€ 165,536.28",2,Yes,2,Yes,0
15730448,"€ 62,482.95",1,Yes,5,Yes,0
15662067,"€ 68,155.59",1,No,8,No,0
15779581,"€ 55,853.33",2,Yes,3,Yes,1
15662901,€ 0.00,2,Yes,2,Yes,0
15689751,"€ 79,589.43",1,No,2,No,0
15667742,"€ 100,880.76",1,Yes,5,Yes,0
15738448,"€ 174,330.35",2,No,3,No,0
15680243,"€ 143,390.51",1,No,7,No,0
15745083,"€ 91,415.76",1,No,8,No,1
15708228,"€ 134,366.42",1,No,3,No,0
15628523,€ 0.00,2,Yes,3,Yes,0
15708196,"€ 88,786.81",1,Yes,8,Yes,0
15735549,"€ 96,814.46",2,Yes,3,Yes,0
15809347,"€ 160,680.41",1,No,9,No,0
15660866,€ 0.00,2,No,3,No,0
15766609,€ 0.00,2,No,10,No,0
15654230,"€ 145,537.21",1,No,5,No,0
15794566,€ 0.00,2,Yes,4,Yes,1
15800890,€ 0.00,2,Yes,6,Yes,0
15697424,"€ 119,370.11",1,Yes,2,Yes,1
15724536,€ 0.00,2,Yes,1,Yes,0
15735878,"€ 134,381.52",1,No,10,No,1
15707596,"€ 114,888.74",2,Yes,8,Yes,1
15657163,"€ 149,332.48",2,No,1,No,0
15622478,"€ 105,061.74",3,No,7,No,1
15779529,€ 0.00,2,Yes,7,Yes,0
15636023,€ 0.00,1,Yes,10,Yes,1
15582066,€ 0.00,1,Yes,4,Yes,0
15666675,"€ 155,062.80",1,Yes,7,Yes,0
15732987,"€ 88,798.34",1,No,3,No,0
15789432,€ 0.00,2,No,6,No,0
15663161,"€ 143,139.87",1,No,5,No,1
15694879,€ 0.00,2,No,7,No,0
15593715,"€ 107,027.52",1,No,3,No,0
15575002,"€ 140,720.93",1,No,4,No,0
15622171,"€ 80,964.57",2,No,8,No,0
15795224,"€ 178,585.46",1,No,6,No,1
15685346,"€ 135,889.13",1,Yes,4,Yes,0
15691808,"€ 134,919.85",1,No,7,No,0
15721007,"€ 115,130.34",1,No,8,No,1
15794253,"€ 138,190.13",2,Yes,6,Yes,0
15694453,"€ 131,519.49",2,Yes,9,Yes,0
15813113,€ 0.00,1,No,5,No,1
15614187,"€ 126,935.98",2,Yes,3,Yes,0
15619407,"€ 133,707.09",1,Yes,4,Yes,0
15646227,"€ 97,893.20",1,No,1,No,0
15660541,"€ 127,900.03",1,No,5,No,0
15753874,"€ 143,835.47",1,Yes,10,Yes,0
15617877,€ 0.00,2,Yes,0,Yes,0
15772073,€ 0.00,1,No,10,No,1
15701537,€ 0.00,1,Yes,2,Yes,1
15736228,"€ 129,596.77",1,Yes,3,Yes,0
15780572,€ 0.00,2,No,4,No,0
15769596,"€ 110,407.44",2,No,2,No,1
15586996,€ 0.00,2,Yes,7,Yes,0
15722061,"€ 142,015.76",2,No,8,No,0
15638003,"€ 81,370.07",1,Yes,1,Yes,0
15775590,"€ 69,329.47",1,No,2,No,1
15730688,"€ 116,755.50",2,Yes,8,Yes,1
15753102,"€ 83,870.33",1,No,6,No,0
15810075,"€ 130,694.89",2,Yes,6,Yes,1
15723373,"€ 117,451.47",1,No,8,No,0
15795298,"€ 206,868.78",2,Yes,9,Yes,0
15584320,"€ 111,695.62",1,No,3,No,0
15724161,"€ 137,285.26",4,No,9,No,1
15750056,"€ 149,218.39",1,Yes,6,Yes,0
15609637,€ 0.00,2,Yes,7,Yes,0
15794493,€ 0.00,2,Yes,7,Yes,0
15569641,"€ 130,701.29",1,No,8,No,1
15815236,€ 0.00,2,No,5,No,0
15811177,"€ 167,949.48",1,No,3,No,0
15680587,"€ 131,254.81",1,No,4,No,0
15672821,€ 0.00,2,Yes,5,Yes,0
15767681,€ 0.00,2,Yes,9,Yes,0
15600379,"€ 86,656.13",1,Yes,7,Yes,0
15801336,"€ 114,737.26",1,Yes,8,Yes,1
15721592,€ 0.00,2,No,5,No,0
15581282,€ 0.00,1,No,6,No,0
15746203,"€ 119,817.33",1,Yes,4,Yes,1
15583137,"€ 130,806.99",2,Yes,7,Yes,1
15680752,€ 0.00,1,Yes,0,Yes,1
15688172,€ 0.00,2,No,5,No,0
15791373,"€ 80,931.75",1,No,2,No,1
15589449,€ 0.00,3,Yes,3,Yes,1
15692819,"€ 132,178.67",1,No,1,No,0
15727467,€ 0.00,2,No,3,No,0
15734312,€ 0.00,2,Yes,6,Yes,0
15764604,"€ 164,769.02",3,No,7,No,1
15613014,"€ 107,233.85",2,No,1,No,0
15759684,"€ 176,227.07",2,Yes,7,Yes,0
15609669,"€ 109,949.39",2,Yes,4,Yes,0
15685536,€ 0.00,2,Yes,5,Yes,0
15750447,"€ 117,738.81",1,No,10,No,1
15663249,"€ 133,292.45",1,No,9,No,0
15638646,"€ 160,474.59",1,Yes,1,Yes,0
15734161,€ 0.00,2,No,6,No,0
15631070,"€ 154,393.43",1,Yes,9,Yes,1
15761950,"€ 110,827.49",1,Yes,9,Yes,1
15649668,"€ 145,750.45",2,Yes,10,Yes,0
15713912,"€ 109,044.30",1,Yes,8,Yes,0
15586757,"€ 75,170.54",1,Yes,4,Yes,0
15596522,€ 0.00,2,No,2,No,0
15625395,"€ 105,795.90",1,Yes,6,Yes,0
15760570,€ 0.00,2,No,5,No,0
15566689,€ 0.00,2,Yes,8,Yes,0
15725794,€ 0.00,1,No,1,No,1
15673539,"€ 118,097.87",1,No,3,No,0
15705298,"€ 172,693.54",1,No,0,No,0
15675791,"€ 129,440.30",2,No,4,No,0
15747043,€ 0.00,2,No,4,No,0
15736397,"€ 96,471.20",1,No,1,No,0
15678201,€ 0.00,1,Yes,1,Yes,1
15720745,"€ 140,197.18",1,Yes,4,Yes,0
15637593,€ 0.00,2,No,6,No,0
15598070,"€ 135,946.26",1,No,4,No,0
15787550,€ 0.00,2,Yes,3,Yes,0
15603942,"€ 81,290.02",3,Yes,3,Yes,1
15733973,€ 0.00,1,No,8,No,1
15596761,"€ 113,715.36",1,No,9,No,1
15652400,"€ 168,883.08",1,Yes,2,Yes,0
15717893,"€ 143,421.74",1,No,8,No,0
15622585,"€ 153,644.39",1,Yes,7,Yes,0
15733964,"€ 109,330.06",1,Yes,1,Yes,0
15753861,"€ 115,095.88",2,No,1,No,0
15747097,€ 0.00,1,Yes,10,Yes,1
15594762,"€ 183,276.32",1,Yes,1,Yes,0
15667417,"€ 68,193.72",1,No,9,No,0
15684861,€ 0.00,2,No,8,No,0
15742204,"€ 139,729.54",1,Yes,6,Yes,0
15623502,"€ 98,365.33",1,Yes,4,Yes,0
15774872,€ 0.00,2,No,10,No,0
15611191,"€ 122,453.97",2,Yes,10,Yes,0
15674331,"€ 132,174.41",2,No,7,No,0
15619465,€ 0.00,2,Yes,2,Yes,0
15575247,€ 0.00,2,No,1,No,0
15695679,"€ 104,349.45",1,No,2,No,0
15713463,"€ 138,881.04",1,No,2,No,1
15785170,"€ 116,968.91",1,No,0,No,0
15796351,"€ 105,346.03",2,Yes,1,Yes,0
15639576,"€ 136,623.19",1,No,9,No,0
15693264,€ 0.00,2,Yes,10,Yes,0
15589715,€ 0.00,1,No,5,No,1
15769902,€ 0.00,2,Yes,6,Yes,0
15587177,"€ 124,445.52",1,No,6,No,0
15814553,"€ 68,999.66",2,Yes,5,Yes,0
15601550,"€ 85,768.42",1,Yes,6,Yes,0
15664907,€ 0.00,1,No,1,No,1
15612465,"€ 100,628.00",2,Yes,9,Yes,0
15810800,€ 0.00,1,Yes,0,Yes,0
15665760,€ 0.00,2,Yes,7,Yes,0
15588080,€ 0.00,1,No,6,No,1
15776844,€ 0.00,2,No,6,No,0
15717560,"€ 125,647.36",1,No,0,No,1
15629739,"€ 100,375.39",1,Yes,8,Yes,0
15729908,€ 0.00,1,No,10,No,0
15716781,"€ 171,922.72",1,Yes,7,Yes,0
15646936,"€ 146,810.99",2,Yes,2,Yes,0
15768151,"€ 109,032.23",1,Yes,3,Yes,1
15579212,€ 0.00,1,No,6,No,1
15721835,€ 0.00,1,No,7,No,0
15800515,"€ 128,653.59",1,No,5,No,0
15591279,"€ 80,387.81",1,Yes,3,Yes,0
15587419,€ 0.00,2,Yes,8,Yes,1
15750335,"€ 108,508.82",3,No,0,No,1
15699619,"€ 155,978.17",1,No,10,No,0
15606472,€ 0.00,1,Yes,5,Yes,0
15778368,"€ 121,175.56",1,No,4,No,1
15671387,"€ 89,349.47",2,No,4,No,0
15573926,"€ 86,131.71",2,No,7,No,0
15709183,"€ 102,346.86",1,Yes,3,Yes,0
15577514,"€ 121,263.62",1,Yes,7,Yes,0
15778830,€ 0.00,2,No,2,No,0
15768072,€ 0.00,1,No,2,No,1
15768293,€ 0.00,2,Yes,3,Yes,0
15654456,"€ 149,726.08",1,No,6,No,1
15807525,€ 0.00,2,No,2,No,1
15574372,"€ 161,274.05",2,No,5,No,0
15671249,€ 0.00,2,No,2,No,0
15779744,"€ 103,138.17",1,Yes,1,Yes,0
15624755,"€ 109,628.44",1,No,3,No,0
15611430,€ 0.00,1,No,5,No,1
15774744,"€ 97,286.16",2,No,7,No,0
15629885,"€ 118,004.26",1,No,7,No,0
15708791,"€ 85,534.83",1,No,9,No,0
15793890,€ 0.00,1,Yes,4,Yes,1
15646091,"€ 95,140.44",2,No,4,No,1
15596984,€ 0.00,1,Yes,6,Yes,1
15800215,€ 0.00,2,Yes,3,Yes,0
15577806,"€ 75,900.84",1,Yes,1,Yes,0
15749381,"€ 126,619.27",1,No,2,No,0
15683758,"€ 111,833.47",1,No,7,No,0
15670615,€ 0.00,2,No,7,No,0
15715622,"€ 238,387.56",1,Yes,3,Yes,1
15707634,"€ 108,698.96",2,Yes,2,Yes,0
15806901,"€ 112,687.69",1,Yes,2,Yes,0
15775335,"€ 81,556.89",2,No,4,No,0
15724150,"€ 136,596.85",1,Yes,9,Yes,0
15627220,"€ 98,807.45",1,No,9,No,1
15672330,€ 0.00,2,Yes,1,Yes,0
15668521,€ 0.00,2,Yes,1,Yes,0
15807837,"€ 107,499.70",1,Yes,6,Yes,0
15592570,€ 0.00,2,No,8,No,0
15748589,€ 0.00,2,No,9,No,0
15635893,€ 0.00,2,Yes,8,Yes,0
15757632,"€ 176,024.05",2,No,1,No,0
15691863,€ 0.00,2,Yes,3,Yes,0
15706071,"€ 127,631.62",1,Yes,0,Yes,1
15654296,€ 0.00,1,No,9,No,0
15755018,"€ 109,819.16",2,No,10,No,0
15594041,"€ 138,734.94",1,No,2,No,0
15670587,"€ 111,363.10",2,No,10,No,0
15724527,€ 0.00,2,Yes,9,Yes,0
15801904,"€ 143,988.00",2,No,0,No,1
